QueryText,KccAns
white fly in coton,recomended oberon 2ml/lit water
cotton boll drop,recomended naa 10ppm 10-15 days intervel should spary 2 times
whiteflys in cotton,"imidachloprid(confidor, tatamida , victor ,atom  ) 200  ml per acre"
cotton  flower drop,multi k -1kg/acre
weed management information,do not spray any herbicides after 20 days age of crop of crop
wedicde of coton 30 dasys crop,no chemical recomended
aakulu endi maadipotunnai,18004251110
poota maadi poyi raali potundi,8632524017
castor pod borer,larwin 2ml/liter
spots on leaves,"sprayng of mancozeb 3grm/ltr
&#3118;&#3134;o&#3093;&#3146;&#3100;&#3142;&#3116;&#3149; 3 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137;/&#3122;&#3136; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
control of sucking pests,"dimethoate(rogar, rogarin) 400 ml per acre      &#3105;&#3144;&#3118;&#3135;&#3109;&#3147;&#3119;&#3143;&#3103;&#3149;(&#3120;&#3147;&#3095;&#3134;&#3120;&#3149;, &#3120;&#3147;&#3095;&#3134;&#3120;&#3135;&#3112;&#3149;) &#3119;&#3142;&#3093;&#3134;&#3120;&#3093;&#3137; 400 &#3086;&#3074;&#8204;&#3086;&#3122;&#3149;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
control of leaf spot,mancozeb@2.5g/lit
bph in cotton,"spray  thiomethoxome (actra, sitara,renova,) 40 grams per acre   &#3109;&#3119;&#3147;&#3118;&#3142;&#3109;&#3134;&#3093;&#3149;&#3100;&#3147;&#3118;&#3149; (&#3078;&#3093;&#3149;&#3103;&#3134;&#3120;&#3134;, &#3128;&#3135;&#3108;&#3134;&#3120;, &#3120;&#3136;&#3112;&#3147;&#3125;&#3134;) &#3087;&#3093;&#3120;&#3093;&#3137; 40 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3136;&#3098;&#3093;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
bt seed and non bt seed,non bt seed sow around the bt cotton
reddening of plants,rogar + neem oil + surf water
cotton suxcking pests,confider 2ml/liter
reddening of leaves,megnicieum sulphate when deficient
cotton nutrients and disease,"apply urea and potash, spray zinc ,mg, iron sulphate if deficiency of nutrients or spray blitox"
control of leaf eating cater piller,spraying of quinolphas 2 ml/lit water
drying of leaves,spray mancozeb
control of zn deficiency,given as per data
actara 1.5 gm/liter,actara 1.5 gm/liter
asked about urea spray,suggest him to spray 10g per lit
pests in cotton,"thiomethoxome (actra, sitara,renova,) 40 grams per acre   &#3109;&#3119;&#3147;&#3118;&#3142;&#3109;&#3134;&#3093;&#3149;&#3100;&#3147;&#3118;&#3149; (&#3078;&#3093;&#3149;&#3103;&#3134;&#3120;&#3134;, &#3128;&#3135;&#3108;&#3134;&#3120;, &#3120;&#3136;&#3112;&#3147;&#3125;&#3134;) &#3087;&#3093;&#3120;&#3093;&#3137; 40 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3136;&#3098;&#3093;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
flower are not recommended,urea spraying
confider 2 ml/liter,confider 2 ml/liter
asked about pink bollwarm,spray thiodicarb
control of mealy bugs,spraying propikonozol 200ml/acre
cotton fert mgt,spray urea 2 % and multi-k 1 kg/acre
fert mgt in cotton at 45das,spray 2 % urea and micronutrients
control of  root rot,copper oxy chloride (blitox) 600 grams per acre &#3093
leaf spot in cotton,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre &#3118;&#3134;o&#3093;&#3146;&#3100;&#3142;&#3116;&#3149; (&#3105;&#3144;&#3109;&#3142;&#3112;&#3149; m -45, &#3079;&#3074;&#3105;&#3147;&#3115;&#3135;&#3122;&#3149; m-45, &#3118;&#3134;&#3074;&#3100;&#3143;&#3103;&#3149;)  &#3086;&#3093;&#3120;&#3134;&#3093;&#3137; 500-600 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3134;&#3093;&#3134;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
cotton special effects,ask your near agriculture officer or any scientist
asked about spod0ptera in cotton,suggest to spray profinophos 2ml per lit
control of mites in cotton,spraying of dicofal 2 ml/litre water
magnesium defeciency in cotton,spraying of mgso4@ 10 gm/lt
asked about cotton picking mission,given him information as per data
asked about micronutrients in cotton crop,recomended micromax
asked about how to control white flyes in cotton crop,recomended admire 30g/acre
asked about leaf spot in cotton,sugested to spray coc 3g per litre water
asked about sucking pest damange in cotton,suggested to spray monocrotophos+ acephate
asked about cotton  harvesting mission,given him local a.o
asked about cotton plants leaves are dried,recomended multi k
asked about drying of leaves in cotton,suggest to spray mancozeb
asked about micronutrient deficiency in cotton,suggest him to spray micromax
asked about control of root rot in cotton,suggested to apply copper oxy chloride@3gm  or carbendizam @1gm per liter water
asked about sucking pest in cotton crop,recomended monochrito phos or accephate
asked about  spodoptera damage in cotton,suggest to spray profinophos 2ml per lit
asked about cotton white fly control,recommended triazophos
asked about market price of cotton,given as per ap agris net
seed emergence probblem in cotton,gap filling with new seeds
asked about leaf webber,sugggeswt to spray chloripyriphos 2.5ml per lit
boll worm control,spraying of thiodicarb @ 1.5 gm/ lit
cotton plants drying,recommended coc 2gm/lit
asked about good growth of cotton,"suggest to apply urea,potash"
asked about mealy bug in cotton crop,recomended monochrotophos and water 1
asked about cotton spodoptera damage,suggest to spray profinophos 2ml per lit
asked about control of leaf spot in cotton,suggested to spray 2.5gm mancozeb per liter water
asked about white flyies in  cotton,recomended admire 30g/acre
asked aboutspodoptera damage in cotton,suggest to spray profinophos 2.5ml per lit
control of root rot in cotton,spraying of coc 3 grm/litre water
asked about goodgrowth of cotton,suggest to spray 19
asked about white fly in cotton,suggest to spray imida chloprid 0.4ml/lit water
asked for magnesium defeciency,spraying of mgso4 1 %+ 2% urea @ 10 lit of water
asked about control of redmite in cotton,suggested to spray dicofol @1lit per acre
weed in cotton,imazitfir 1.5ml
asked about whiteflies,suggest to spray trizophos
nematode damage in cotton,forate granules
asked about fetilizer dosage in coconut,information is given as per panchangam
aphid control in cotton,spraying of dimethoate @ 400 gm/lit
asked about tip burning in cotton,suggest to spray multi k
asked about polo spray,suggest him dont apply polo
control of megnium def in cotton,spraying of megnisium 10 grm/litre water
asked about how to control white flies in cotton crop,recomended adfmire 30g/acre
cotton red bug,chloripyriphos
control of mealy bug in cotton,spraying of dichlorovas 1.25 ml/lit water
asked about herbicide in cotton at 120 days,suggest to do inter cultivation
control of mg def in cotton,spraying of mgso4 10 grm/lit water
varieties of cotton,"kanak, parivarthan"
wilting in cotton,mancozeb
"asked about control of whiteflies, jassids and mite",white flies - trizophos 2ml/l and for mite- dicofol 5ml/l and multi k - 5gm/l
asked about control of mite,o mite
conrol of sucking pest,monochrotophos 1.5ml/lit
asked about fertilizer recommendation for cotton,information provided as per data
control of leaf eating caterpillar in cotton,spraying of monocrotophas 1.6 ml/lit water
asked about control of disease,plantamycin+blitax
market rate of cotton,3700-4000/-
control for wilt in cotton,spray coc
downey mildew in cotton,carbendozim@1g/lit
control of mite,acephate 2ml/l
weedicide used in cotton 25 das,glyposate@2 lit/acre
growth is not seen in cotton,use muti k
when can cotton b grown,jun-july
control for hoppers in cotton,imidacloprid @5gm/liter water
leaf folder in cotton,zolon@600ml/acre
control of leaf spot(alternaria) in cotton,spray coc @3gm/liter water or mancozeb @2.5 gm/ liter water
leaf folding in cotton,spray monocrotophos+acephate
how to control mealy bug in cotton,spray acephate @2gm per liter water
asked about cotton herbicide at 60 days,suggest him to do inter cultivation
grub problem in cotton,seed treatment wid chloripyriphos @6ml/kg seed or imidacloprid 2ml/kg seed
white fly damage in cotton,triazophos 2.5ml/lit
black soothy apperance,spray dimethoate
asked control for spodoptera in cotton,acephate @300gm per acre or quinolphos @2.5 ml per liter
tip burning in cotton,spray multi k
aphid attack in cotton,dimethoate @ 2 ml/lt
black and red spot,spray mancozeb
asked about helicoverpa in cotton,suggest to spray chloripyriphos 2.5ml per lit
asked about cotton sucking pest,spray acephate 1.5g per lit
asked about growth of cotton,suggested to apply urea and potash @ 25-30nand 15 kg p
asked about mango fertilizer application,"suggsted to apply 1kg each of n,p,k"
asked about fetilizer management in cotton,"fertilizer management in cotton-suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing"
asked about micronutient in cotton,micromax and multik
asked about black spots in cotton,suggested to spray plantomycin  1 g and 30 g coc for 10 lt of water
asked about redmite in cotton,suggest him to spray dicophol 5ml per lit
asked about helicoverpa damage in cotton,sugest to spray quinalphos 2ml per lit
tobacco caterpillar in cotton,novaluron
asked about iron deficiency in cotton,suggested to spray iron sulphate
asked about weedicide in cotton at 70 days,suggest to do intercultivation
sucking pest incotton,admire 2g/lit water
asked about market costs of cotton,information is given as per data
asked about red mite,spray dicophol 5ml per lit
asked about herbicides i cotton,suggestyed to spray quizalophos @ 400 ml/lt of water
asked about control of leaf eating caterpillar in cotton,suggested to spray prophinophos@2.5ml per liter water
asked about mg def in cotton,10 g of mgso4/lt of water
asked about nutrient mangement in cotton,nutrient management in cotton-suggested to spray formula-4 or max@5gm per liter water
asked abut sucking pest in cotton,dimehoate @ 2ml.lt of waetr
mites management in cotton,suggeste to spray methylparathion  50 ec @ 3ml/lit water
thrips problem in cotton,acephate 2g/ 1 lit of water
asked about control of red mite in cotton,suggested to spray dicofol @1000ml per liter water
squarrel management in cotton,suggested to spray rat poison or rat baits around the field
asked about mite management in cotton,suggested to spray profinophos @ 2ml/lit water
red mite management in cotton,suggested  to spray  dicofol@ 5ml/lit water
asked about cotton fertilier dosage,suggested to applt 60:24:24-n:p:k
asked  about leaf folding in cotton,suggest spray acephate 1.5g per lit
asked about borer in cotton,suggested to spray indaxacard @ 1ml/lt of water
red mite  management in cotton,suggested to spray dicofol 5ml/lit water
asked about thrips in cotton,spray dimethoate 2ml per lit
asked about s reddening of leaves,spray mgso4 10g per lit
"asked about helicoverpa damage
in cotton",suggest him to spray quinalphos 2ml per lit
asked about application time of fertilizers,"suggest to apply at 20,40,60days intervel"
conreol of weeds in cotton,suggested to go for manual weeding
helicoverpa pest in cotton,recommended indoxycarb 200 ml/acre
asked about good growth of crop,suggest him to spray urea 2g per lit
asked  about weedicide in cotton at 90 days,suggest to do intercultivation
asked about mealy bugs in cotton,suggested to spray methyl parathion @ 2ml/lt of water
asked about thrips damage,suggest to spray dimethoate 2ml per lit
asked about weedicide,recommended 24d 500gm/acre
asked about  sucking  pest management in cotton,suggested acephate @1.5gm/lit water
asked about red mite in cotton,suggest to spray dicofol 5ml per lit
asked about dosage of dicofol,suggested for 1 lit per acre
asked about monochrotophos dosage,monochrotophos dosage-2ml per liter water
asked about problem in cotton,suggested to spray carbendaizim @ 1g/lt of water
asked about better growth of plants,suggest to spray urea 2g per lit
asked about mite in cotton,suggested to spray dicofol @ 2 g/lt of water
asked about  management for reddening of down side  leaves,suggested to spray dicofol@ 2ml/lt of water
reddening of leaves in cotton,suggest him to spray mgso4 10g per lit
asked about mossaic in cotton,spray urea and mgso4
asked about redmite,spray dicophol 5ml per lit
leaf  foldingin cotton,spray acephate 1.5g per lit
asked about yield of cotton,given information that 30-35 q/hec
