QueryText,KccAns
fertilizer at 30 days,recommended gypsum 200kg/acre
groundnut tobacco caterpiller,surksha 125gm/acere
ground nut mgmt,urea 10 kg/acre  and  agrominmax  5 gr/lt water
tikka in gnut,recomwnded saaf 400gm/acre
ground nut pod rot,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres
asked about leaf eating caterpiller in groundnut,recommended to spray chlorophriphos@2.5ml/lit
asked about pest in groundnut,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
thikka leaf spot,hexaconoconozol  2ml/lit
groundnut leaf spots,recommanded for kavatch 400 g/ac
ground nut flowering,recomended in multi k 1kg/acer
spodoptera in groundnut,recomended missile 5ml/10liter water
ground nut weedicide,recomended terga super 400ml/acre in 200 lt water
weed control in ground nut,no recomendation at the stage of 30days
asked about root rot,recommended 3 grams copper oxy chloride/lit of water
asked about ground nut white flies,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
asked about market rates,your number is updated for market information
g nut  sucking pest,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
for helicoverpa and sucking pest in gnut,kavach 400gms+profenophos 400ml/200lt
yellowing of leaves in groundnut,spraying of agrominmax 1kg/200lt +zinc 400gms/200lt
for root insect,spraying of larvin 300gms/200lt
pesticides   in   ground nut,proclaim   90  gr / acre   leda  plethora     300 ml / acre   leda   larvin   300 gr/ acre
pachapurughu in groundnut,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  ??????????????(???????? , ?????????, ????? , ????????, ?????? ) ??????? 500 ??????  200 ??????? ?????? ????? ???????? ??????"
lepidoptera pest in groundnut,recommended spray of tracer 80ml/ acre in ground nut
leaaf spots in groundnut,"chlorothalanil(kavach, daconil, bravo)  400 grams per acre"
ground nut bactrieal leaf spot,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres
groundnut caterpilar and jassids,recommondd spray of acephate 300 grams + nuvan 200 ml/ acre in groundnut
grounnd nut leafhopper,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
"tikka leaf spot, sigatoka leaf spot
 in ground nut",spraying of chlorothalonil 2 grms/lit water
"caterpillars damage
in ground nut","propinophos 400ml/acre
acephate 300g/acre"
groundnut leaf curl,9000725921
ground nut cultural practices,recomnded to irrigation management
leafspot in groundnut,recommonded spray of avatar 400grams/ acre in groundnut
pod borer in ground nut,"thiodecarb (????????, ????????, ????) 300 ml per acre"
ground nut season,recommended to sow in nov to dec 15
seed   treatment  of   ground  nut,seed  tretment with rizobium culture
leaf foldingcaterpillar in ground nut,spray corazen 60ml/ac.
weed management after 40 days after sowing,recommended hand weeding
bottel gourd sowing time,nov dec
asked about sucking pests,recommended di methoate 2ml/lit of water
groundnut seed storage,recommended application of folidal dust 5 grams/ 1kg seed
ground nut leaf heating caterpiller,astaf 300gr/acr
ground nut fungal disease,recomended for mancojab 400gr/acre
ground nut top dressing,recommended application of 20kg urea + 33 kg potash per acre
block sports on ground nut,recomended for m-45 400grm/acre
asked about groundut fungal disease,recommended to spray carbendazim@1gm/lit
tikka leaf spots on groundnut,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre ,"
ground nut helicoverpa damage,coragen 60ml/acre
asked leaf curl ground nut leaves,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
ground nut root tot,copper oxy chloride (blitox) 600 grams per acre
block spots in ground nut leaves,recomended for mancozeb 400g/ acre
ground nut  leaf spot,recomended in chloripyripas2.0ml/lt
leaf webber in ground nut,procline 90gr/150lit water/acre
for fruit borer in gnut,spraying of proclaim 100gms/200lt+z-78 500gms/200lt
aphids in groundnut,recomended confidor 3ml/liter water
asked about last date of ground nut sowing,recommended to sow before dec15
seed treat ment in ground nut,recomended mancozeb 3g/lit water
curling of leavs presence of insect and root rot in ground nut,"recomended to monochrotophus 1.6ml + vepa nune 5ml in lt water, metalaxil 3grms/ lt water"
growth in ground nut,recomended for agromin max 5grams/lt water
ground nut leaf eating c p,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
groundnut stem rot,mancozeb 2ml/lit water
ground nut tobacco caterpillar,recommended to neam oil 5ml/lit and multi k 1kg /acre
white flies attack,recommended rogar 400ml/acre
groundnut seed treatment,capton 3grm/1kg seed
for leaf spot in groundnut,spraying of kavach 400gms+pride 100gm/200lt
asked about gypsum dosage,recommended to apply 200kg/acre
control of weeds in groundnut,pursuit  300 ml / acre
yellowing of leaves in ground nut,recomended for zinc sulphate 2grms/lt water
leaf webber in groundnut,recommended spray of tracer 80 ml/ acre in groundnut
ground nut white fly,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
ground bnut bacterialm leaf spot,mancozeb 2.5 gr/lit
ground nut tobacco caterpiller,proclaim 100 gram /acre in 200 lt water
ground nut tikka and leaf roller,"recommended to sithara 400ml/acre
quinolpos 2ml/lit"
ground nut tikka leafspot,saaf 2gr/ lt water
for pod strongness in groundnut,no medicine is there
all set dosage,no inforamtion
fertilizers in g.nut,ssp 15okg and mop 30kg
ground nut block spots,saff 400gr/acr
fertilizers use in ground nut,"recomended for gypsum 200kg/acre, zinc sulphate 400grms/acre"
ground pod borer,proclaim 100 gr/acr
weed management in gnut,weeding at 30 and 60 days time
asked groundnut catterpillar,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
rootknot nematode in ground nut,"recommended to chloripyriphus 2.5ml/lt, asphate 1.5 grms/lt water"
ground nut leaf webber,recommended spray of tracer 75ml/ acre in groundnut
ground nut leaf eating cp,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
white flies in ground nut,"08494–221180, 9989625217"
rootrot in ground nut,blitox 3gr/lit
groundnut tikka leaf spot,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre"
asked ground nut leafcurl,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
fertiliser dosess of groundnut,"urea 12kgs,basvaram16kgs.potash20kgs /acre"
plants wilt and dry,"08494?221180, 998962521708"
aakulu erraga avadam,"agrominmax 5gm/lit,  mgso4 2gm/lit+ urea 10gm/lit"
wilting in groundnut,copper oxy chloride (blitox) 600 grams per acre &#3093
leaf eating c.pilleer,spraying of anilophas 0.5 lit /acre
leaf eating catterpiller,"spinosad(tracer spinter , charge  ) 75 grams  per acre   &#3128;&#3149;&#3114;&#3144;&#3112;&#3147;&#3128;&#3134;&#3105;&#3149; (&#3103;&#3149;&#3120;&#3143;&#3128;&#3120;&#3149;, &#3128;&#3149;&#3114;&#3135;&#3074;&#3103;&#3120;&#3149;, &#3098;&#3134;&#3120;&#3149;&#3100;&#3149;) &#3086;&#3093;&#3120;&#3134;&#3112;&#3135;&#3093;&#3135; 75&#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
dead heart in groundnut,"dimethoate(rogar, rogarin) 400 ml per acre      &#3105;&#3144;&#3118;&#3135;&#3109;&#3147;&#3119;&#3143;&#3103;&#3149;(&#3120;&#3147;&#3095;&#3134;&#3120;&#3149;, &#3120;&#3147;&#3095;&#3134;&#3120;&#3135;&#3112;&#3149;) &#3119;&#3142;&#3093;&#3134;&#3120;&#3093;&#3137; 400 &#3086;&#3074;&#8204;&#3086;&#3122;&#3149;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
stored pests in groundnut,spray malathion 1ml per litre of water
control of leaf foldern in groundnut,"quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre     &#3093;&#3149;&#3125;&#3135;&#3112;&#3134;&#3122;&#3149;&#3115;&#3134;&#3128;&#3149; (&#3087;&#3093;&#3122;&#3093;&#3149;&#3128;&#3149; , &#3115;&#3149;&#3122;&#3134;&#3127;&#3149;  &#3111;&#3112;&#3137;&#3122;&#3093;&#3149;&#3128;&#3149; ) &#3086;&#3093;&#3120;&#3134;&#3093;&#3137; 400 &#3087;&#3074; &#3086;&#3122;&#3149; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135;  &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
ground nut pests,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  &#3093;&#3149;&#3122;&#3147;&#3120;&#3146;&#3114;&#3144;&#3120;&#3135;&#3115;&#3134;&#3128;&#3149;(&#3093;&#3147;&#3120;&#3134;&#3116;&#3134;&#3112;&#3149; , &#3110;&#3137;&#3120;&#3149;&#3128;&#3116;&#3134;&#3112;&#3149;, &#3122;&#3136;&#3108;&#3122;&#3149; , &#3093;&#3149;&#3122;&#3134;&#3128;&#3135;&#3093;&#3149;, &#3120;&#3134;&#3105;&#3134;&#3120;&#3149; ) &#3119;&#3142;&#3093;&#3134;&#3120;&#3093;&#3137; 500 &#3086;&#3074;&#8204;&#3086;&#3122;&#3149;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
plant stem borer,chloropyripos 2ml/liter
asked about zypsum,suggest him apply 200kgs per acre
control of leafspot,"carbendazim (bavistin, derosal, carbendazim) 200 grams per acre   &#3093;&#3134;&#3120;&#3149;&#3116;&#3142;&#3074;&#3105;&#3100;&#3135;&#3074; (&#3116;&#3134;&#3125;&#3135;&#3128;&#3149;&#3103;&#3135;&#3112;&#3149;,  &#3105;&#3143;&#3120;&#3147;&#3128;&#3134;&#3122;&#3149;, &#3093;&#3134;&#3120;&#3149;&#3116;&#3142;&#3074;&#3105;&#3100;&#3135;&#3074;)    &#3086;&#3093;&#3120;&#3134;&#3093;&#3137; 200 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3134;&#3093;&#3134;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
asked about fertilizers at 30days age,suggest him to apply zypsum
control of leaf  spot,given as per data
control of leafspot in groundnut,given as per data
pests in ground nut,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  &#3093;&#3149;&#3122;&#3147;&#3120;&#3146;&#3114;&#3144;&#3120;&#3135;&#3115;&#3134;&#3128;&#3149;(&#3093;&#3147;&#3120;&#3134;&#3116;&#3134;&#3112;&#3149; , &#3110;&#3137;&#3120;&#3149;&#3128;&#3116;&#3134;&#3112;&#3149;, &#3122;&#3136;&#3108;&#3122;&#3149; , &#3093;&#3149;&#3122;&#3134;&#3128;&#3135;&#3093;&#3149;, &#3120;&#3134;&#3105;&#3134;&#3120;&#3149; ) &#3119;&#3142;&#3093;&#3134;&#3120;&#3093;&#3137; 500 &#3086;&#3074;&#8204;&#3086;&#3122;&#3149;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
"control of catterpillers,thrips","monocrotophos(nuvacron, phoskil, luphos) 400 ml per acre    &#3118;&#3147;&#3112;&#3147;&#3093;&#3149;&#3120;&#3147;&#3103;&#3147;&#3115;&#3134;&#3128;&#3149; (&#3112;&#3137;&#3125;&#3093;&#3149;&#3120;&#3134;&#3112;&#3149;, &#3115;&#3147;&#3128;&#3093;&#3135;&#3122;&#3149;, &#3122;&#3137;&#3115;&#3134;&#3128;&#3149;) &#3087;&#3093;&#3120;&#3093;&#3137; 400 &#3086;&#3074;&#8204;&#3086;&#3122;&#3149; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
control of root grubs,cartap hysrochloride@8kg/acre
control of leaf eating catterpiller,"neemoil(azadi,nimbicidin, rakshak) 1 litre &#3114;&#3135;&#8204;&#3080;&#8204;&#3078;&#3120;&#3149; acre   &#3125;&#3143;&#3114;&#3112;&#3138;&#3112;&#3142; (&#3077;&#3100;&#3134;&#3105;&#3136;, &#3112;&#3135;&#3074;&#3116;&#3135;&#3128;&#3135;&#3105;&#3135;&#3112;&#3149;, &#3120;&#3093;&#3149;&#3127;&#3093;&#3149;) &#3087;&#3093;&#3120;&#3093;&#3137; &#3091;&#8204;&#3093;&#3143;&#8204;&#3087; &#3122;&#3136;&#3103;&#3120;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3136;&#3098;&#3093;&#3134;&#3120;&#3135;  &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
nutriient management in groundnut,spraying of urea@10g/lit
groundnut pod borer,chloropyripos 2 ml/liter
control of leaf spot in groundnut,"carbendazim (bavistin, derosal, carbendazim) 200 grams per acre   &#3093;&#3134;&#3120;&#3149;&#3116;&#3142;&#3074;&#3105;&#3100;&#3135;&#3074; (&#3116;&#3134;&#3125;&#3135;&#3128;&#3149;&#3103;&#3135;&#3112;&#3149;,  &#3105;&#3143;&#3120;&#3147;&#3128;&#3134;&#3122;&#3149;, &#3093;&#3134;&#3120;&#3149;&#3116;&#3142;&#3074;&#3105;&#3100;&#3135;&#3074;)    &#3086;&#3093;&#3120;&#3134;&#3093;&#3137; 200 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3134;&#3093;&#3134;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;"
