QueryText,KccAns
green gram leaf eating c.p,neem oil 5 grams/ liter water
pod borer in gram,recommended missile 2ml / lit water
black gram  sprey fertilizers,recommended for agrominmax or multi-k or 19-19-19 kg/acre
green gram anthracnose,mancozeb m-45 2 gram /liter
growth in green gram,"""multi-k 1kg/acre in 200 lt water    """
green gram thrips damage,rogar 2 ml / liter
pod borerv in greengram,proclaim 100 gr/acr
"sucking pests
in pesara",neem oil 5ml/lit
leaf eating cp in green gram,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
wilting of leaves in green gram,"recommended spray urea 5-10 grams/litre   
unstructured supplementary services data (ussd) applications *491*103#"
powdery mildew in green gram ?,recommended to spray dinocap(kerathane) 400 ml per acre
fertilizer dosage for green gram ?,recommended for multy k ( 13-0-45 ) 1 kg/ acre
holes on green gram leaves,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
sucking pest in green gram ?,recommended for dimethoate (rogar) 400 ml/acre
green gram fruit borer,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre"
spots on leaves green gram,recommended for saaf 400grms/acre
green growth rcommendation,recommended to multi k 1kg/acre
green gram  variety,lgg 407  and  lgg 460-
flower drop in green gram,"recommended to spray planofix 4.5 ml/20 litre  
unstructured supplementary services data (ussd) applications *491*103#"
"weedicide
in green gram",pendimethalin (stomp) 1.3 lts /acre
pulses yellow vein mosaic virus,recommended to ulala 75gm/acre
greengram yellow mosaic,recommended for rogar 2 ml/l
green gram and black gram varieties,"green gram-lgg-460,470,407

black gram-lbg-752,20,pu-31,t9"
"nutrient management
in pulses","agromin max 5g/lit
multi k (13-0-45) 5g/lit"
green gram aphid,"acephate (antaf, artin, lucid )  300 grams per acre"
folding of leaves in green gram,"dimethoate(rogar, rogarin) 400 ml per acre"
grwoth in green garam,"""recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water"
green gram  sheath root,blitox 30gr and plantomycin 2 gr/ 10 lt water
post harvest control for chemicals ?,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre"
green gram pallaku desease,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
fruit borer in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green gram leaf eating cp,fame 20-40 grams/acre in 200 lt water
green gram  sucking pest,recommended for monocotophas 1.5 ml/liter or trizophas 2 ml/l
white fly green grmam,recommended to ulala 75gm/acre
market information about green gram,"guntur  

bapatla  
0.1  black gram (whole)  tonnes  5900  6000  5950  rs./quintal 
ponnur  
0.1  black gram (whole)  tonnes  5900  6000  5950  rs./quintal"
control of mosaic in green ram,spray oberan 150 ml / acre
greengram thrips damage,admire 30 gram/acre
green gram mites,reconmonded dosage oberon 200mlo/acre
monkeys damaging crops,make sounds of drums and crackers
asked about fungal disease in green gram,recommended to spray mancozeb@3gm/lit
green gram nutrient application ?,recommended for multy k (13-0-45 ) 1 kg/ acre
green gram leaf spots ?,recommended for blitox 3 grms/ 1 liter of water
green gram white flies,recommended to spray spiromecifin (oberon) 150ml/ac
asked about sowing maize sowing,recommended to grow green or blackgram
green gram flowering and pod borer,recommended to multi k 1kg/acre and koragin 80ml/acre
stem borer & fruit  in green gram ?,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
sucking pest in green grams,dimethoate (rogar) 400 ml/acre
nutrient application for green gram ?,"recmmended for aplly 
urea 30kg & ssp 20 kg & mop 10 kg is recommended"
control of pod borer in beans,spray prophino phos  2  ml / lit of water
"nutrient management
in greengram","multi k-1kg/acre (13-0-45)
agromin max 1kg/acre
marshal (carbosulphon) 300ml/acre"
weedcide green gram,not recomended at 25 das
"nutrient management
in redgram","multi k-1kg/acre (13-0-45)
agromin max 1kg/acre"
flower drop in green gram ?,recommended for planofix 2.5ml/ 10 liters of water
control of micro nutrient  deficiency in minumu,spray agromin max  5  gr/ lit of water  +   19 19 19   1  kg/ acre
aske green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
green gram market rates,"krishna  

tiruvuru  
0  green (whole)  tonnes  4500  4700  4600  rs./quintal 

prakasam  

addanki  
0  medium  tonnes  6900  6950  6920  rs./quintal 

'' 

ongole  
0.1  medium  tonnes  6400  6500  6470  rs./quintal 

vizianagaram  

chipurupalli  
0  local  tonnes  5500  6000  5800  rs./quintal 

'' 

gajapathinagaram  
1  local  tonnes  5800  6200  6000  rs./quintal"
water requirement for green gram,recomended to apply water
green gram micro nutrient deficiency,spray agromin max 5g/l
yellow mosaic virus in green gram,remove effected plants and spray acephate 1.5gram / liter
greengram market information,6570/quinta
greengram yellowmosaic virus,recommended for rogar 2 ml/lit water
control of mosaic in green gram,spray   imidaaclopride 160 ml / acre
greengram leaf curling,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   ??????? (??????, ???????, ??????) ??????? 300 ???????? 200 ??????? ?????? ?????"
cp in green gram,proclaim 90gr/200 lit water
helicoverpa damge in green gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
green gram leaf eatting catter piller,recommended thiodicarb 1.5g/litre of water
green gram leaf folder,recommended to spray flubendamide(takumi/sureksha) 125 gr per acre
grren gram varities,"l.g.g-407,460,450,pusa-105,madhira pesara"
black gram cercospora leaf spot,saaf 400 gram / acre
seed varity in green gram,recommended lgg 407
tobacco catrepillar peoblem in greengram crop,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
leaf eating pest in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green gram  flowering & growthing,apply planofix 5 ml per 20 litre water
midge in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
weed control of greengram 30 das,recommended to spray imazitapyr (pursuit ) 400 ml per acre
rust  of green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre ??o?????? (?????? m -45, ???????? m-45, ???????)"
ym virus in greengram crop,recommended to spray acephate 300 gr/acre in  200 lt water
rot of black gam,recommended to spray copper oxy chloride (blitox) 600 grams per acre
leaf eating caterpillar attack in green gram.,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
green sucking pest,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre"
yellow mosaic - green gram,"-recommended to spray acephate (antaf, artin, lucid )  300 grams200 l water  per acre"
leaf eating caterpillars,recommended to spray chloripyriphos 500 ml/acre
green gram downymildew,apply blitox 600 grams per 200 litres of water/acre.
disease dmage in green gram,merger
green gram  leaf eatting catterpiller,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
helicovarpa damege in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
viral  infection in greengram,recommended to fipronil(regent)400 ml/acre  in 200 liter water
seed tretment in green gram,30 grams of carbosulfan (marshall) per kg of seed
green gram thrips and leaf eting caterpilar,recommended to spray sairomesiphin ( oberan )200ml /acre
powedery mildew in green gram,"recommended to spray carbendazim (bavistin, derosal, carbendazim) 200 grams per acre"
herbicide in green gram,recommended penaxsa prap 250 ml per
sucking pest problem in greengram crop,acephate 300 gr/acre in  200 lt water
brown spot on leaf on  green gram,"recommended to spray hexaconazole(contaf, anvil)  400 ml per acre"
flower drop in green gram.,recommended to spray planofix 4.5 ml/20 litre
greengram gram caterpillar,recommended prchlaim 90grams/acre
post emergence weedicide in greengram,recommended to spray propaquizafop(agil) 250-300 ml/acre or recommended to spray quizalopop ethyl(targa super) 400 ml per acre
midge damage in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
green gram fruit borer & jassids,apply spinosad 75 grams per acre 200 lit/ water
green gram var,revommended lbg 450
virus disease on green gram,"spray, acephate 300 gr + pride 100 gr/acre"
cuscutta management in greengram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre
green gram  aphid,acephate 300 grams + nem oil 1 liter in 200 liter water
fruit fly attack in green gram,recommended to spray trizophos @ 400 ml /acre
about management of the viral diseases,spray acephate 1.5 grams per liter of water
green gram wilt,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
weed control of green gram 150das,recommended to spray propaquizafop(agil) 250-300 ml/acre
helicoverpa dasmage in green gram,"sprey rec, dosage of monocrotophas"
weed management in poddy,recommended to spray pyrazosulfuran ethyl (saadi ) 80-100 grams per acre
variety of green gram,"l.g.g 407,lgg460,lgg450,lgg410"
disease rest. var. in green gram,pu-31
variety of greengram,"lgg460,lgg410,"
yellow mosaic virus problem in greengram crop,for ymv vector control recommended to spray acephate 300 gr/acre in  200 lt water
heliverpa damage in green gram,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
green gram bacterial blight,recommended to spray blitax 600gm and plantomicin 100gm /acre
green gram whitefly,apply esephate 300 grams per 200 litres of water/acre
helicoverp admage in green gram,recommended to use plitora 350 ml/acre
rust in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
tobacco caterpillar in green gram,recommended to spray proclaim @ 350 ml per acre
green gram mosaic,dimethoate(rogar   rogarin)  400ml/acre
greem gram  viral disease,recommended to spray dimethoate(rogar) 400 ml/acre
tobacco caterpillar problem in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
sucking pests in greengram,recommended to spray neem oil 5ml per lit
pest on green gram,"spray, nativo 160 gr/acre"
green gram spotted pod borer,recommended to use plitora 350 ml/acre
green gram sowing time.,recommende for sowing till october 15
green gram leaf eating caterpilar,recommended to spray emamectin benzoate ( proclain ) 100gm /acre
mealybug in greengram,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
leaf mosaic in green gram,recommended for spray dimethoate (rogar)  2ml /lit of water
green gram yellow colour,recommended to multi-k 1kg /acre
aphids problem in greengram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre"
about mangement of the sucking pests,spray acephate 1.5 grams per liter of water
sucking pest pro. inj green gram,sprey rec. dosage of rogar 400ml/acr
green gram verities,"green gram verities : l.g.g-460, m.l-267"
jassids in green gram,apply prochlem 90 grams per 200 litres of water
deowny mildew damage in pulses,avtar 400-500 grams/acre in 200 liter water
green gram powdery mildew damage,wettable powder 3 gram /liter water
green gram flower borer,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
ymv in green gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
green gram white flys,recommended to fipronil(regent)400 ml/acre  in 200 liter water
reduced growth in g'gram,"recomended to spray agromin max   1 kg/acre in 200 liter water   
multi-k(13-0-45) 1 kg/acre in 200 liter water"
post emergence weed management green gram,"spray, imazithapyre (pursuit)300 ml/acre"
helicovarpa dameg in green gram,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre"
helicoverpa damege in greengram,spainosad (tracer ) 75 ml per acre
gren gram yellowing,recommended to spray monocrotophas 400ml or dimethoate 400ml /acre
ymv management in green gram,acephate 300 gr/acre in  200 lt water
helicopverpa damege in green gram,spinosad 75 ml/acre sprinter  tracer
white fly attack in green gram.,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
green gram seed treatyment,carbendazim  3 gram / kg seeds
leaf eating catterpiller of greengram,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre"
green gram leaf spots and yellowing,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
green gram young seedlings sucking pest,"recommended to spray neemoil(azadi,nimbicidin, rakshak) 1 litre 200 l water  per acre"
fer. rec. in green green,recomended to spray agromin max 5grams/litre     multi-k(13-0-45) 1 kg/acre in 200 liter water
leaf eating caterpillars in green gram,"recommended to spray emamectic benzoate (proclaim, spolit) 80 grams per acre"
flower drop in greengram,plnofix 2ml/lit
green grams sowning season,rabi october
rain effect on weedicide,no effect on seed due to dilution
rice follow pulses weedicide,recommended for targa super 2 ml/l
