QueryText,KccAns
red gram fruit borer and flower borer,recommended for spray chloropyriphos 500ml/ acre
tobacco leaf eating caterpillar infestation in redgram,proclaim-100gm/acre200liters of water
jassids managemnent in red gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
tobacco leafe ating caterpuillar inbfestation in red gram,proclaim-100gm/acre/200liters of water
flower dropping in red gram,"spray, planofix 5 ml/20 l water"
helicoverpa infestation in redgram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
sucking pest on red gram,"spray, acephate 300 gr + imidacloprid 120 ml/acre"
root rot in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
research station on redgram.,research station on redgram.-podalakuru-08621– 285279
crop groth of redgram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water
leaf roller atatck in redgram.,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
midge flies of red gram,advised to spray triozophos 400 ml or marshal 400 ml per acre. also suggested to spray chloropyrephos 500 ml/acre 7 days after first spray if necessary
whitefly attack in red gram.,recommended to spray acephate along with neem oil
reed gram    helicoverpa damage,monochrotophois 1.6 milli liter / liter water
boron dfeciency in redgram,recommended to spray borax @ 1.5 grams / 1 litre of water.
flower development in red gram,recommended to spray multi-k 1 kg/acre
red gram spodoptera  litura and flower drof,"recommended to spray monocrotophas 400ml /acre 
recommended to spray planofix 50ml /acre"
mosaic in red gram,recommended to spray dinocap(kerathane) 400 ml per acre
flower growth in redgram,planofix 50 ml per acre
sowing time redgram,sowing time september 15-october 15
red gram leaf folder and spots,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 2ml/l + recommended to spray carbendazim 1g/l"
sowing time of redgram,sep 15 tooct 15
helicoverp admage in red gram,recommended to use plitora 350 ml/acre
pproper growth in red gram,recommended to spray 19-19-19 kg/acre
red gram flower  borer and leaf borer,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
red gram  helicoverpa damage,novoluron 3oo ml / acre
plant growth of redgram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water
red gram leaf folder damage,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
flower devlopment in red gram,recommended to spray multi-k 1 kg/acre
jassids damage in red gram,sprey rec. dosage of regent 400ml./acr
"red gram thrips ,spodoptera litura",recommended to spray monocrotophas 400ml /acre
red gram thrips and spodoptera,recommended to spray monocrophas 400ml /acre
rust of green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
growth in redgram,muti k /19-19-19 one kg /acre
pod borer problem in redgram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
bollwarms in red gram,recommended nuvoluran  350 ml per acer
sucking pest in read gram,recommended to spray acephate 300 gram/acre
sucking pet pro. in redgram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
redgram suckuing pest,"recommended to spray spinosad(tracer, spinter , charge  ) 75 ml  per acre"
leaf mosaic in redgram,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre"
pod borer attack in red gram.,spray neem oil @ 5 ml/ 1 litre of water.
floering & growthing in redgram,spray multi-k 1 kg per 200 litres of water/acre.
red gram white flies damage,monochrotophos 1.6 milli liter / liter water
red gream spodotera litura,"""recommended for spray profenophos 600 ml / acre  with surf 1 gram in one liter water"
red gram spodotera litura and flower drof,"recommended to spray chlorpyrphos(korban, dursban, lethal,  radar) 500 ml per acre  
recommended to spray planofix 5ml/20 lit"
macrophomina wilting disease,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre"
red gram cut worms,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
aphid attack in redgram.,recommended for spray  roggar @ 400 grams / acre.
redgram growthing & flowering,"""recommended to spray multi k  1 kg /acre      """
red gram mosaic virus,recommended to spray dimethoate(rogar) 400 ml/acre
leaf eaing catterpiller  of redgram,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre"
sowing season red gram,sowing season red gram  september  15 to  octomber 15
helicoverpa damage  in red gram,monochrotophos 1.6  milli liter /liter water
about management of the helicoverpa and spodoptera,"recommended to spray emamectic benzoate (proclaim, spolit) 80 grams per acre"
red gram root rot damage,recommended spray copper oxy cholirde600g/acre
leaf dry redgram,recommended to spray metalaxyl (ridomil) 200 grams200l water per acre
leaf eating caterpillar atytack in redgram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
helioverpa damage in red gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
bacterial blight in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
tobacco leaf eating caterpillar infestation in red barm,proclaim-100gm/acre/200liters of water
pod borer attack in redgram.,recommended to spray quinolphos @ 400 ml / acre.
white fly attack,dimethoate(rogar   rogarin)  400ml/acre
red gram gram pod borer,proclaim 100 grams/acre in 200 lt water
helicoverpa damege in regram,spinosad (tracer) 75 ml acre
about mangement of the borers,"recommended to spray emamectic benzoate (proclaim, spolit) 80 grams per acre"
pest  attack in red gram,recommended to spray quinalphos 2 ml / 1 liter water
red gram flower draf and spodoptera,"recommended to spray planofix 50ml /acre
""recommended to spray monocrotophos(nuvacran )1.6 ml/lt water"
helicovrpa damege in redgram,"recommended to spray emamectic benzoate (proclaim, spolit) 80 grams per acre"
spotted bollwarm in redgram,"recommended to spray thiodecarb (larvin, spirin, check) 300 grams per acre"
asked about reddening due to sudden rain,recommended mancozeb 3 grams/lit of water
red gram in borer,proclem 100 gr/acr
hoppers in red gram,recommended astaf 1.5g/lit water
leaf folder in redgram,recommended  monocrotophos 1.6 ml/lit water
helicoverpa on red gram,"quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
catterpiller in red gram,recomended rimon 300ml/acre
plant protection at flowering stage in redgram,recommended spray of larvin 300 grams/ acre
control of fruit borers in red gram,quinal phos  or tracer   75 gr/ acre
leaf holder damage in red gram,"monocrotophos(nuvacron, phoskil, luphos) 400 ml per acre    ?????????????? (?????????, ???????, ??????) ????? 400 ?????? 200 ??????? ?????? ????? ???????? ??????"
leafhoppers in red gram,"quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre     ???????????? (??????? , ??????  ???????? ) ?????? 400 ?? ??? 200 ??????? ?????? ?????  ???????? ??????"
red gram infertilizer appilication,mop 30 kg/acr
better growth in  red gram,spray   19 19 19
red gram in flowering,planofix 2ml/10 lit
borer in  kandi,nuvaluran  1ml/lt water
helicoverpa and spodoptera,spraying of plutora 400ml/200lt
kandi leaf folder,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
leaf folding caterpilar,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
catterpiller piller in redgram,recomended rimon/novuluran 1.5ml/lit water
leaf folder in  red gram,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
helicoverpa in redgrams,recommonded spray of tracer 75 ml/ acre in redgram
red gram damage,monocrotophas@1.6ml/lit water
asked abot season,recommended september - october
weeds in pigeon pea,recomended stomp 1lit/acre
"redgram
varieties 8-10","varieties 8-10 
lrg-30"
wed management in red gram,"sprey rec. dosage of ajil 250ml/ave., parsute 250ml/acr"
weed control of  redgram,recommended to spray propaquizafop(agil) 250-300 ml/acre
about fertilizer dosage in red gram,apply 8 kg nitrogen and 20 kg posphorous per acer
red gram root knot nematode,recommended for 3g granules 3 kg/acr
red gram leaf eatting cater piller,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
jamoon tobacco cater piller,recomonded dosage plithora 350ml/acre
red gram season,"lrg 30,31,41"
variety of redgram,"m.r.g 66,l..r.g41,laxmi"
red garm post emergence,recommended to spray imazitapyr (pursuit ) 400 ml per acre
red gram post emergence herbicide,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
redgram pod borer control,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
mango flower drop,reocmonded dosage planofix 2.5ml/10lit water
red gram sowing time in rabi season,red gram sowing time in rabi season- sep to oct
redgram stem and root rot control measurs,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre"
disease attack in red gram,recomended copper oxi chloride (blitax)600 grams/200litre water
about weed management in redgram,recommended to spray propaquizafop(agil) 250-300 ml/acre
red gram seeds,"red gram seeds  prg -158, lrg-41"
weedicide in red gram at 2months,hand weeding is best method
red gram sowing,recommended to september for rabi
pigeon pea growth,recomonded dosage multi k 1kg/acre
mealy bugs in red gram,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
weed control of redgram,recommended to spray propaquizafop(agil) 250-300 ml/acre
red gram  termites problem,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
about management of beetles in redgram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
red gram varity,"red gram varity l.r.g 30,l.r.g 38"
red gram fertilizer management,"1 bag dap , 1/2 bag urea in basal"
fusarium wilt in red gram,blitox(coc)600 gr/acre in 200 lt water
red gram thrips damage,rogar 2 milli liter /liter water
red gram pod borer control measurs,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
rewd gram growth,recomonded dosage multi k 1kg/acre
red gram short duration varity,icpl-84031(durga)
weedicide in red gram,spray pendi methalin   1  lit / acre
for growth in red gram,recommnded for 19-19-19 kg/acre
red gram varites,"lrg-38, palnadu, wrg-27"
pigion pea growth,recomonded doasge multi k 1kg/acre
red gram fungus disease,recommended to spray copper oxy chloride (blitox) 600 grams per acre
weed mnagement in redgram for 30 das after sowing,go for manual weeding
dry root rot of red gram,spot drenching with carbendazim @ 1 gm/ lit
crop growth of  red gram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water
pest infestation in redgram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
inter cropping with red gram,"inter cropping with red gram:green gram,black gram"
pegin pea growth,recomonded dosage multi k 1kg/acre
seed treatment in red gram,2-3gr coptan /1kg seed
redgram pre emergence herbicide,recommended to spray  pendimethalin (stomp) 1.3 lts /acre
about weed management in red gram,recommended to spray propaquizafop(agil) 250-300 ml/acre
weed control in red gram,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
red gram fertilizer dosage,reocmondedd dosage 8kg urea and 11kg sssp
fertilizer applied at 1month,recommended urea and potash
weed management in red gram for 20 das,go for hand weeding
red gram mite damage,"wettable sulphur(sulfex, sultop, )  600 grams per acre"
variety  of red gram,"l.r.g 38,l.r.g 30,l.r.g 41"
about fertilizer use in redgram,apply 8 kg urea and 20 kg phosphorus per acer
red gram weed mana gement,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
red gram powdery mildew,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
varieties of red gram,varieties of red gram lrg 30 lrg 38 lrg 41
red gram sterility mosaic disease,"recommended to spray wettable sulphur(sulfex, sultop, )  600 grams per acre"
blue butterfly in red gram,"recommended to spray carbaryl(sevin, thanvin, krivin,) 600 grams per acre"
leaf folder attack in red gram,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre"
red gram root knot nematodes damage,recommended for soil drench with chloripyriphos 500ml/ acre
weedicide for red gram,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
reduced growth in red gram,"""spray multi k  1 kg/acre in 200 lt water     ""
agromin max 1 kg/acre in 200 lt water"
no clear symptoms,recommended to watch symptoms once again
micronutrient defieciency in red gram,agromin max 1kg/acre in 200 lt water
redgramm fertilizer usage,urea 8kgs potash 20kg
red grams  sowing time,september -october
red gram weed  controll,pendimethalin (stomp) 1.3 lts /acre
herbicides used in redgram crop,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
weed management in  red gram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre
redgram pod borer control measurs,recommended to spray flubendamide(fame) 40-50 ml per acre
red grams growth,recommended to  spray multi k  (13-0-45 )  1 kg /acre in 200 liter water
red gram pod borer control measures,phame 40 ml/150 liters of waters
fertilizers use in paddy,recommended for 30-40kg urea + 20kg potash
where available red grams seeds,guntur lam form no : 0863–2524017
weed management for redgram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre /200 litre water
