QueryText,KccAns
weedicide for green gram,recommended to spray fluchlorin 1 litre per acre
weed management in black gram post emergence weeds,propaquijapop 250 milli liter/ acre
black gram wilt damage,recommended to spray blitax 3 gram / liter water
herbicides in soil application,"recommended to spray glyposate(zoomer,glycel, roundup) 2 litres per acre"
black gram  spodoptera litura,"recommended to spray flubendamide(surakxa,tukami)125gm per acre"
disease damage in minumu,recommended to spray merger  400 grams per acre
yellow mosaic problem in blackgram crop,recommended to spray vector control (white fly) - acephate 300 gr/acre
fungal infestation in black gram,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre"
cultivatin of black gram,varites : l b g 752 
black gram leaf eating pest,recommended to spray chloripyriphos 500 ml/acre
seed treatment in black gram,recommended to apply 2.5 grams thiram or capton per kg seed
white fly in black gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
black gran weed management,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre
grothing in black gram,multi-k (13-0-45)1kg/acre in 200 lt water
black gram leaf spoy,recommended to spray copper oxy chloride (blitox) 600 grams per acre
black gram yellow mosaic virus,suggested to spray dimethoate or fipronil 2 ml per lit of water.
black gram flower cut worms,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
leaf spot in black gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
suncking pest in black gram,recommended to spray chloripyriphos 500 ml/acre
sucking pest of black gram,recommended to spray  dimethoate (rogar) 400 ml / 200 liter water
powdery mildew damage in black gram,recommended to spray wettable sulphor 2 gram / liter water
whitefly effect in black gram,recommended to spray dimethoate(rogar   rogarin)  400ml/acre
yellow mosaic virus in blackgram,rogar 400 ml / 200 liter water
"yellow mosaic
(pallaku tegulu) of black gram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
black gram varieties for yellow vein mosaic,recommended varieties are l.b.g 752
coenofora leaf spot,recommended to spray copper oxy chloride (blitox) 600 grams per acre
blackgram leaf spot,recommended to spray copper oxy chloride (blitox) 600 grams per acre
blackgram pod borer,recommended to spray chloripyriphos 500 ml/acre
leaf eating caterpillar  in black gram,recommended to spray chloripyriphos 500 ml/acre
black gram seed requirement( after paddy harvesting),black gram seed requirement ( after paddy harvesting): 16kgs / acre
black gram  varietey,l .b.g 709
bacterial wilt in black gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
season for sowing for black gram,season for sowing  black gram december
helicovarpa damage in black gram,spinosad 75 ml/acre sprinter  tracer
white flies infestation in black gram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre"
black gram yellow leaf,recommanded spray dimethoate 2ml/lit
pest attack in  black gram,recommended to spray   monocrotophos 400 ml / acre
black gram suckking pest & white flies & thrips,recommended for spray flunicamide (ulala) 75 ml/ acre
helicoverpa damage  in  black gram,chloropyriphos 2 milli liter / liter water
post weed management,recommended to spray propaquizafop(agil) 250-300 ml/acre
new blackgram varieties,"recommended varieties of blackgram - lbg 787, pu 31 and tbg 104"
pod borer problemin chilli crop,recommended to spray chloropyriphos 500 ml/acre
varity of black gram,lbg752
sucking pests in black gram,recommended to fipronil(regent)400 ml/acre  in 200 liter water
black gram virus damage,remove effected plants & spray acephate 1.5 gram / liter water
black gram flowering & growthing,apply multi-k 1 kg per 200 litres ofv water/acre.
wweed managemnt in black gram,azil-250ml/acre/200liters o fwater
leaf eating caterpiller of blackgram,spray spinosad 75 ml/acre sprinter  tracer200 l water
black gram ymv damage,remove effected plants & spray acephate 1.5 gram / liter water
growthing in black gram,multi-k (13-0-45)1kg/acre in 200 lt water
wilt of  black gram,advised to drench the plant base with coc 3 g per lit of water
black gram best variety,"recommended to variety l.b.g-752,20,623,pu-31"
weed control of greengram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
down ward curling in black gram,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre"
black gram ( multi -k & neem oil compatable or not ),not compatable -( multi -k & neem oil compatable)
ymv damage  in black gram,remove effected plants & spray acephate  1.5 gram / liter water
black garm helicoverpa,recommended to spray chloripyriphos 500 ml/acre
need information on subsidy,please consult your mao
crop growth of black gram,spray multi k 13-0-45 1kg/per 200 l water acer
herbicides in black gram,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre
black gram yellow vein mosaic,spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
black gram yellowing of leaf,recommended to spray   monocrotophos 400 ml / acre
black gram  ymv damage,remove  effected  plants &   spray acephate 1.5 gram / liter water
black gram of tobacco caterpiller,recommended to spray   monocrotophos 400 ml /200 l water  acre
blackgram fertilizers appilication peracre,recommended to spray propaquizafop(agil) 250-300 ml/acre
yellow mosaic disease in blackgram crop,recommended to spray for vector (white fly)conttrol: acephate 300 gr/acre
black gram white fly damage,recommended to spray  acephate 1.5 gram / liter water
virus  damage in black gram,sprey rec. dosage of neem oil.
black gram growth management,multi-k 5 gram/ liter water
leaf eating caterpillar infestationin black gram,spinosad 75 ml/acre sprinter  tracer
about weed management in the black gram,recommended to spray quizalopop ethyl(targa super) 400 ml per acre in 200 liter of water
culitivation of blackgram,varites :l b g 752
black gram sowing time in rice follows,december ending can be sown
black gram weed managemant,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
fertilizer management in black gram,blackgram
post emergence eherbicides use in blackgram crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
black gram borer damage,"i have recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre(2.5 mi /litre)"
iron deficiency in black gram,recommended to spray annabedi @ 10 grams + nimma uppu 2 grams per liter water
blackgram corenospora leaf spot,blitox(coc)600 gr/acre in 200 lt water
black gram leaf sucking pest,recommended to spray chloripyriphos 500 ml/acre
ver. of minumu,pu-31
black gram powdrey mildew disease,recommended to spray dinocap(kerathane) 400 ml per acre
about management of the rot,spray nativo 160 grams per acer
pod borer problem in blackgram,recommended to spray chloropyriphos 500 ml/acre
seed treatment in chilli.,recommended for seed treatment with imidachloprid @ 8 grams / 1 kg seed.
sucking pest pro. in black gram,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre"
black gram pest infestation,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
cercospora leaf spot in black gram,spray mancozeb @ 2.5g/l or carbendazim @ 1g/l of water
wilt in black gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre
leaf spot on blackgram,saaf 2gr/lt water
leaf eating caterpillar in balck gram,proclaim 100 grams/acre in 200 lt water
pod borer attack in black gram.,recommended to spray chloripyriphos 500 ml/acre
pallaku resistant varieties,"pallaku resistant varieties - tbg 104, mash 338, lbg 752,pu31"
weed mangement in green gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
seed tretment in black gram,carbosulfan 30 grams/1kg seed
downy mildew pro. in black gram,"recommended to spray propiconazole (tilt, radar)  200 ml per acre"
black gram  weed management & leaf eating acterpillar,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre   	 
 
recommended to spray   monocrotophos 400 ml / acre"
stem fly probllem in blackgram crop,recommended to spray monocrotophos 400 ml / acre
black gram whiter flies,recommended to spray acephate 300 gr/acre in  200 lt water
yellow color in black gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre
black gram licoverpa damage,monochrotophos 1.6 milli liter / liter water
weedicide for black gram,recommended to spray quizalopop ethyl(targa super) 400 ml per acre
black gram sucking pest&leaf spot,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre   
recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
black gram yello mosaic,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre"
black leaf curl,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre"
black gram caterpillar,recommended to spray acephate 300 gr/acre in  200 lt water
micronutrient management in black gram,recommended to spray ferrous sulfate 1kg/acre  and citric acid 200 gram /acre
black gram pod gram,recommended to spray chloripyriphos 500 ml/acre
black gram  white fly damage,acephate  1.5 gram / liter water
black gram irrigation management,"at the of sowing, 30 das , 55 das:black gram irrigation management"
black gram varieties resistant to mosaic virus,advised to sow lbg 752 or pu 31
black gram variety,black gram variety: lbg 752
black gram tobacco caterpillar,recommended to spray chloripyriphos 500 ml/acre
black granm growth & development,recommended to  spray multi k
stem fly problem in blackgram crop,recommended to spray chloripyriphos 500 ml/acre
black gram ehite flie control,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre"
tobacco caterpiller problem in blackgram crop,recommended to spray chloripyriphos 500 ml/acre
post emergence herbicides use in blackgram,"recommended to spray imazitapyr (weedblock, pursuit, )300- 400 ml per acre"
leaf blight in black gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water
black gram fruit borer,"recommended to spray flubendamide(fame) 40-50 ml per acre  ,novaliuron -1ml /liter"
about management of the white fly in blackgram,recommended to spray spiromesifen (oberon) 250ml/acre in 200 lt water
leaf blight black gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre
flowed drop in chili,recommended to spray multi-k (19-19-19 or 13-0-45) 1kg/acre
black gram market info,14500-15000 rs/quintal :black gram market info
black gram vegetative growth,multi-k (13-0-45)1kg/acre in 200 lt water
black gram  yellowing time,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
black gram lef damage,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre"
black gram sucking pest damage,pipronil 400 milli liter/acre
black gram  leaf drying,mancozeb m-45 2.5 gram / liter water
biack gram flowering,recommanded spray mullti k 1 kg/lit
black gram leaf blight damage,recommended to spray mancozeb m- 45 2.5 gram / liter water
black gram weedcontrol,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
powdery mildew problem in blackgram,"recommended to spray wettable sulphur(sulfex, sultop, )  600 grams per acre"
thrips infestation in black gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
black gram growrth,multi k 1kg/acre
grass hopper in black gram,"neemoil(azadi,nimbicidin, rakshak) 1 litre"
black gram flower dropping,recommended planofix 60ml/acre
sowing time of black gram,recommended for june-july
weed control in green gram after sowing,"pendimethalin(stomp, pendigaurd,pendistar) 1.3 litre per acre"
leaf eating insects control measures,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre"
ppest infestation in black gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
seed treatmenty in blackgram,"2 grams of thairam (thiride, thairam)+1 gram of carbendazim (bavistin, derosal, carbendazim) per kg of seed"
black grams varieties,contact to 0877 – 2248739
seed tretment in blackgram,"3 grams of ridomil-mz or mancozeb per litre and 3 ml of malathion( cythion,chemithion,more ) or monocrotophos(nuvacron, phoskil, luphos)"
leaf eating catter pilleer in black gram,plithora 350 ml/acre
ferti. recomondation in black gram,"recomonded use 16 kg urea,40 kg super"
sowing time of pegean pea,sep-oct
weedicide pre emergence,recommended stomp 1.3liter/acre
asked black gram seed treatment,"30 grams of carbosulfan (marshall)+ 2.5 grams of thairam (thiride, thairam) or captan(captaf, esso, captan) per kg of seed   ?? ???? ??????????? 30 ???????? ???????????? (???????) +2.5 ????????  ???? (??????, ????) ?????(????????,?????, ??????? )"
